7,2505,1,3,8266500
4,2354,2,3,8592100
1,2972,2,4,10847800
1,1140,2,2,4161000
1,999,4,1,4095900
7,3193,3,4,12133400
3,1665,2,3,6077250
6,942,4,2,3862200
8,1307,3,2,4966600
5,2927,1,3,9659100
7,981,3,1,3727800
2,931,2,1,3398150
6,2305,4,3,9450500
2,1627,1,3,5369100
5,844,2,2,3080600
3,1381,2,2,5040650
8,1218,4,2,4993800
8,3202,2,4,11687300
5,989,2,1,3609850
6,2883,3,4,10955400
6,3971,4,4,16281100
6,3620,3,4,13756000
1,981,3,1,3727800
2,944,1,1,3115200
6,2815,2,4,10274750
8,2314,4,3,9487400
8,2347,1,3,7745100
3,3822,4,4,15670200
8,2549,1,4,8411700
3,1425,3,2,5415000
6,1545,4,3,6334500
3,835,1,1,2755500
8,3121,3,4,11859800
6,2977,1,4,9824100
7,2337,1,3,7712100
2,2467,1,3,8141100
3,1990,1,3,6567000
8,2652,2,4,9679800
6,3188,1,4,10520400
