21,1460,1,2,3796000
21,988,4,2,3161600
24,964,4,1,3084800
24,989,2,2,2769200
23,907,1,1,2358200
27,866,2,1,2424800
30,1322,2,2,3701600
29,1166,4,2,3731200
24,1713,1,3,4453800
22,1007,2,2,2819600
27,837,1,1,2176200
26,808,3,1,2424000
27,2140,1,3,5564000
30,2811,1,4,7308600
29,1362,4,3,4358400
26,913,2,1,2556400
29,2414,3,3,7242000
25,1429,2,2,4001200
26,3835,4,4,12272000
27,1494,1,3,3884400
25,924,4,1,2956800
20,2562,4,3,8198400
24,988,1,2,2568800
20,1191,4,2,3811200
27,844,4,1,2700800
23,946,4,1,3027200
23,950,1,2,2470000
24,3529,1,4,9175400
26,1146,3,2,3438000
26,3770,2,4,10556000
25,1040,2,2,2912000
24,2974,3,4,8922000
22,1645,2,3,4606000
26,1296,4,2,4147200
29,2845,2,3,7966000
27,3366,2,4,9424800
20,2810,2,3,7868000
29,1035,3,2,3105000
22,3894,2,4,10903200
24,895,3,1,2685000
28,924,3,1,2772000
22,3420,4,4,10944000
25,886,4,1,2835200
21,1992,1,3,5179200
24,3730,3,4,11190000
10,843,2,1,2697600
9,992,2,1,3174400
18,838,3,1,2891100
12,2609,2,4,8348800
10,2421,4,3,9078750
9,3643,4,4,13661250
12,804,4,1,3015000
16,2548,1,4,7644000
12,991,4,1,3716250
9,1441,3,3,4971450
12,831,3,1,2866950
12,3539,2,4,11324800
18,981,2,2,3139200
13,3297,4,4,12363750
17,1433,4,3,5373750
14,3763,1,4,11289000
17,1116,1,2,3348000
13,934,4,1,3502500
18,3146,1,4,9438000
15,1387,4,2,5201250
11,2850,3,3,9832500
18,2973,2,3,9513600
13,844,2,2,2700800
9,1208,1,2,3624000
19,945,3,1,3260250
14,2880,3,4,9936000
11,2979,1,4,8937000
17,900,3,1,3105000
11,1208,4,2,4530000
20,2133,4,3,7998750
12,2497,1,3,7491000
12,1048,2,2,3353600
18,1143,3,2,3943350
18,1202,4,2,4507500
17,2851,1,4,8553000
12,804,2,1,2572800
18,2567,1,4,7701000
18,1182,2,2,3782400
12,2817,3,4,9718650
17,890,2,2,2848000
12,991,1,1,2973000
10,908,3,1,3132600
16,3070,3,4,10591500
16,1500,1,2,4500000
13,934,2,1,2988800
14,3887,2,4,12438400
19,2738,3,4,9446100
14,3295,1,4,9885000
20,878,2,1,2809600
17,2542,1,4,7626000
20,1147,3,2,3957150
11,1922,3,3,6630900
15,2523,4,4,9461250
20,1763,2,3,5641600
11,913,4,1,3423750
20,849,4,1,3183750
9,3012,1,4,9036000
19,2570,2,4,8224000
9,3218,4,4,12067500
18,3609,4,4,13533750
19,1308,2,2,4185600
9,2864,3,4,9880800
20,3776,3,4,13027200
20,874,4,1,3277500
16,1156,2,2,3699200
9,847,2,1,2710400
12,3103,1,4,9309000
15,1091,1,2,3273000
16,819,4,2,3071250
9,1273,4,2,4773750
9,1348,4,3,5055000
15,3018,2,4,9657600
18,1306,2,2,4179200
14,1295,1,2,3885000
13,2390,3,3,8245500
13,3358,4,4,12592500
14,1442,2,2,4614400
15,3174,3,4,10950300
18,2959,4,4,11096250
19,2566,4,4,9622500
13,2102,3,3,7251900
9,3435,1,4,10305000
15,3805,3,4,13127250
11,2994,4,3,11227500
12,2817,2,4,9014400
19,2758,4,3,10342500
18,827,4,1,3101250
20,1544,4,3,5790000
17,821,1,1,2463000
12,919,2,1,2940800
20,897,2,1,2870400
11,990,2,1,3168000
16,2603,2,3,8329600
9,1127,2,2,3606400
10,2619,1,3,7857000
9,3001,2,4,9603200
16,858,4,2,3217500
18,2270,1,3,6810000
11,861,1,1,2583000
13,2994,1,3,8982000
13,3162,1,4,9486000
17,1755,2,3,5616000
13,2523,2,3,8073600
18,983,2,2,3145600
11,3023,4,4,11336250
15,946,1,1,2838000
9,995,2,1,3184000
20,2970,4,3,11137500
11,1645,3,3,5675250
17,1216,2,2,3891200
20,993,2,2,3177600
19,821,1,1,2463000
16,2801,2,3,8963200
15,2620,4,3,9825000
12,3719,3,4,12830550
10,874,4,2,3277500
20,1304,1,2,3912000
16,1769,3,3,6103050
16,3564,3,4,12295800
12,1175,3,2,4053750
12,2850,3,3,9832500
17,2255,4,3,8456250
10,1043,3,2,3598350
11,3111,2,4,9955200
9,819,4,1,3071250
19,1382,2,3,4422400
18,1484,1,2,4452000
20,1856,3,3,6403200
13,2709,1,4,8127000
10,934,3,2,3222300
15,1136,1,2,3408000
9,1783,2,3,5705600
15,3376,1,4,10128000
15,1364,4,3,5115000
17,1278,4,2,4792500
20,3577,4,4,13413750
19,1944,4,3,7290000
20,941,3,1,3246450
18,1255,3,2,4329750
13,944,3,1,3256800
13,3637,3,4,12547650
19,912,3,2,3146400
15,1456,3,2,5023200
9,1316,3,3,4540200
17,864,1,2,2592000
10,2351,4,3,8816250
9,872,1,1,2616000
18,977,2,1,3126400
16,1465,2,2,4688000
15,985,2,1,3152000
15,850,3,1,2932500
16,950,4,1,3562500
15,2723,4,3,10211250
14,996,2,2,3187200
19,3233,4,4,12123750
12,2604,4,4,9765000
18,3185,4,4,11943750
16,922,2,1,2950400
13,3220,4,4,12075000
13,1106,3,2,3815700
12,2074,1,3,6222000
13,890,3,1,3070500
20,2829,4,3,10608750
11,864,4,2,3240000
13,2749,4,3,10308750
19,3179,4,4,11921250
11,1253,3,2,4322850
15,1140,2,2,3648000
13,1899,1,3,5697000
19,2989,2,4,9564800
15,2832,1,4,8496000
17,1623,1,3,4869000
10,1073,4,2,4023750
9,867,4,1,3251250
14,965,4,2,3618750
15,2634,3,3,9087300
17,3342,3,4,11529900
11,961,1,1,2883000
20,982,4,1,3682500
11,3110,4,4,11662500
18,2878,2,4,9209600
20,898,2,2,2873600
19,2220,2,3,7104000
13,1083,1,2,3249000
9,1382,4,3,5182500
19,926,3,2,3194700
18,939,1,1,2817000
16,1467,1,2,4401000
9,2754,4,3,10327500
9,1354,3,3,4671300
13,884,1,2,2652000
15,2640,4,4,9900000
14,1692,4,3,6345000
17,1344,2,2,4300800
14,3678,2,4,11769600
9,1102,1,2,3306000
16,3919,4,4,14696250
15,951,3,1,3280950
10,1345,4,2,5043750
13,3020,2,4,9664000
5,966,3,1,3815700
4,3782,3,4,14938900
6,1431,1,2,4936950
6,3423,1,4,11809350
7,3026,3,4,11952700
8,3865,3,4,15266750
1,1456,2,2,5168800
4,911,4,1,3826200
5,864,4,2,3628800
2,806,3,1,3183700
2,1360,3,2,5372000
5,3114,4,4,13078800
7,1795,2,3,6372250
3,1355,3,2,5352250
3,1337,2,2,4746350
2,3027,2,4,10745850
6,1287,3,2,5083650
2,2133,3,3,8425350
8,3335,1,4,11505750
3,885,2,1,3141750
7,864,1,1,2980800
7,2324,1,3,8017800
8,2543,1,3,8773350
6,2406,3,3,9503700
1,950,2,2,3372500
5,1037,4,2,4355400
5,1091,4,2,4582200
2,2189,4,3,9193800
8,1370,2,3,4863500
1,1578,4,3,6627600
1,2758,3,4,10894100
7,934,3,1,3689300
7,1342,3,2,5300900
7,3760,3,4,14852000
1,1265,2,2,4490750
4,1334,3,2,5269300
1,937,1,2,3232650
4,1244,1,2,4291800
1,2707,3,4,10692650
5,2373,3,3,9373350
4,921,2,1,3269550
8,1080,1,2,3726000
7,1100,3,2,4345000
8,1599,4,3,6715800
4,942,4,1,3956400
2,3382,2,4,12006100
8,1123,4,2,4716600
8,817,4,1,3431400
1,1281,1,2,4419450
3,891,2,1,3163050
7,855,2,2,3035250
5,3943,4,4,16560600
4,2903,1,4,10015350
4,1151,3,2,4546450
7,2976,3,3,11755200
3,1390,4,3,5838000
4,1095,2,2,3887250
7,3404,1,4,11743800
5,844,1,2,2911800
2,1344,1,2,4636800
1,1723,4,3,7236600
1,3107,3,4,12272650
6,1414,4,3,5938800
5,1137,4,2,4775400
4,922,2,2,3273100
1,2930,2,4,10401500
6,2962,3,3,11699900
4,967,4,2,4061400
5,3199,1,4,11036550
3,896,4,1,3763200
8,3266,4,4,13717200
5,1266,4,2,5317200
8,860,4,1,3612000
4,941,1,2,3246450
4,2476,3,3,9780200
8,1051,4,2,4414200
5,1241,4,2,5212200
6,2871,1,3,9904950
2,1168,2,2,4146400
8,3810,3,4,15049500
4,1181,3,2,4664950
4,2518,3,3,9946100
5,945,4,2,3969000
7,3350,4,4,14070000
1,1721,2,3,6109550
1,937,2,1,3326350
7,2721,2,3,9659550
6,970,1,1,3346500
2,878,1,1,3029100
3,1390,3,2,5490500
4,931,2,1,3305050
8,1318,4,2,5535600
8,2631,1,3,9076950
8,1337,2,3,4746350
1,873,2,1,3099150
5,1047,3,2,4135650
6,957,1,1,3301650
2,971,1,2,3349950
6,803,1,1,2770350
2,2645,2,3,9389750
2,907,1,1,3129150
7,2824,4,3,11860800
4,2836,4,4,11911200
5,2515,2,3,8928250
7,804,4,1,3376800
6,812,4,1,3410400
1,2188,3,3,8642600
5,3487,2,4,12378850
4,820,2,1,2911000
7,2918,2,3,10358900
2,853,2,2,3028150
8,1566,2,3,5559300
7,971,1,1,3349950
1,939,2,1,3333450
3,2148,4,3,9021600
2,1788,1,3,6168600
3,2551,1,3,8800950
5,2661,3,3,10510950
4,3137,3,4,12391150
2,1897,1,3,6544650
4,805,4,1,3381000
5,3350,4,4,14070000
2,2808,4,4,11793600
6,2571,4,3,10798200
5,1449,2,2,5143950
5,2957,4,3,12419400
6,1983,3,3,7832850
6,920,1,2,3174000
6,1631,3,3,6442450
6,1000,4,1,4200000
8,3331,2,4,11825050
2,816,3,2,3223200
8,987,4,1,4145400
7,2176,4,3,9139200
1,997,2,1,3539350
7,1000,4,1,4200000
4,1430,1,2,4933500
2,1408,1,3,4857600
6,1072,4,2,4502400
4,2983,3,3,11782850
7,933,2,1,3312150
3,3543,3,4,13994850
5,1810,3,3,7149500
4,1115,3,2,4404250
7,3322,4,4,13952400
2,2659,4,3,11167800
8,1236,3,2,4882200
8,3512,3,4,13872400
8,971,2,2,3447050
2,3097,2,4,10994350
7,2721,2,4,9659550
2,948,4,1,3981600
8,1276,2,2,4529800
4,3381,4,4,14200200
5,2467,1,3,8511150
2,2143,1,3,7393350
4,1430,1,2,4933500
1,801,3,1,3163950
1,913,2,1,3241150
6,2838,1,3,9791100
5,3329,4,4,13981800
7,1403,4,2,5892600
4,804,1,1,2773800
3,1095,2,2,3887250
7,1369,3,2,5407550
3,3657,3,4,14445150
5,915,2,1,3248250
4,3303,4,4,13872600
4,2877,2,4,10213350
1,1338,1,2,4616100
2,2616,4,4,10987200
5,1150,3,2,4542500
3,2137,1,3,7372650
7,1886,3,3,7449700
3,1304,2,2,4629200
6,866,1,1,2987700
4,2617,1,4,9028650
5,2470,2,3,8768500
2,895,3,1,3535250
6,933,1,1,3218850
4,831,2,2,2950050
8,2617,3,4,10337150
5,1711,2,3,6074050
7,990,3,1,3910500
8,3989,4,4,16753800
2,2359,3,3,9318050
7,849,1,1,2929050
1,1004,4,2,4216800
3,817,3,1,3227150
4,2785,1,4,9608250
6,2872,1,4,9908400
8,2815,3,4,11119250
7,849,4,1,3565800
3,808,1,2,2787600
2,2758,3,3,10894100
4,931,2,1,3305050
2,1599,1,3,5516550
2,3941,4,4,16552200
8,2253,3,3,8899350
2,855,4,2,3591000
